Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
CNPRF,CONDOR ENERGIES INC,Pink Current,0.754000,,0,Foreign Ordinary Shares,Canada,Alberta
CNPWM,CONN LT & PWR 2.09 F PR,Pink Current,37.000000,,100,Preferred Stock,USA,Connecticut
CNPWP,CONN LT & PWR 2.04 PR,Pink Current,36.010000,,0,Preferred Stock,USA,Connecticut
CNQQF,CLEAN TEQ WATER LTD,Pink Current,0.050000,,0,Foreign Ordinary Shares,,
CNRAF,VICINITY CENTRES ORD,Pink Current,1.124000,,0,Foreign Ordinary Shares,Australia,Victoria
CNRD,CONRAD INDUS INC,Pink Current,8.200000,,2,Common Stock,USA,Louisiana
CNRIF,CONDOR RES INC,Pink Current,0.280000,0.000000,17000,Foreign Ordinary Shares,Canada,British Columbia
CNRSF,CANADIAN NORTH RES INC,OTCQX International,1.870000,,0,Foreign Ordinary Shares,Canada,Ontario
CNSJF,CHINA SANJIANG FINE CHM,Pink Current,0.162000,,0,Foreign Ordinary Shares,,
CNSRF,COINSHARES INTL LTD,OTCQX International,4.430000,,0,Foreign Ordinary Shares,Jersey,
CNSUF,CANASIL RESOURCES INC,Pink Current,0.010000,,0,Foreign Ordinary Shares,Canada,British Columbia
CNSWF,CONSTELLATION SFTWRE INC,Pink Current,1998.290000,-2.188400,453,Foreign Ordinary Shares,Canada,Ontario
CNTCF,CONTEL TECHNOLOGY CO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CNTHN,CONN LT & PWR 4.96 PR,Pink Current,43.000000,,0,Preferred Stock,USA,Connecticut
CNTHO,CONN LT & PWR 5.28 PR,Pink Current,45.250000,,0,Preferred Stock,USA,Connecticut
CNTHP,CONN LT & PWR 6.56 PR,Pink Current,53.000000,0.760500,320,Preferred Stock,USA,Connecticut
CNTMF,CANSORTIUM INC,OTCQX International,0.068000,4.615400,10000,Foreign Ordinary Shares,USA,Florida
CNTRF,CENTR BRANDS CORP,OTCQB,0.151040,,0,Foreign Ordinary Shares,Canada,British Columbia
CNTUF,CENTURIA OFFICE REIT,Pink Current,0.000000,,0,Other Security Type,Australia,New South Wales
CNUCF,CANUC RESOURCES CORP CDA,OTCQB,0.092500,,0,Foreign Ordinary Shares,Canada,Ontario
CNUTF,CANADIAN UTIL 2ND PFD DD,Pink Current,12.800000,,0,Preferred Stock,Canada,Alberta
CNVCF,BIOHARVEST SCIENCES INC,OTCQB,0.134900,-0.074100,5085,Foreign Ordinary Shares,Canada,British Columbia
CNVEF,CENOVUS ENERGY PFD SER 1,Pink Current,0.000000,,0,Preferred Stock,Canada,Alberta
CNVT,CVF TECHS CORP,Pink Limited,0.012000,,0,Common Stock,USA,Puerto Rico
CNVVF,CONVATEC GRP PLC ORD,Pink Current,2.655000,,0,Foreign Ordinary Shares,United Kingdom,
CNVVY,CONVATEC GRP PLC UNSP/ADR,Pink Current,11.655000,4.726400,174,ADRs,United Kingdom,
COBA,CHILEAN COBALT CORP,OTCQB,0.000000,,0,Common Stock,USA,Pennsylvania
COBJF,COMBA TLCM SYS HLDGS ORD,Pink Current,0.185000,,0,Foreign Ordinary Shares,Hong Kong,
COCCF,COAST COPPER CORP,Pink Current,0.038000,,0,Foreign Ordinary Shares,,
COCSF,COCA-COLA FEMSA SAB L NEW,Pink Current,8.660000,1.050200,3400,Foreign Ordinary Shares,Mexico,
COCXF,LINDT & SPRUENGLI ORD,Pink Limited,103350.000000,,0,Foreign Ordinary Shares,Switzerland,
CODAF,CODAN LTD ORD,Pink Current,4.900000,,0,Foreign Ordinary Shares,,
CODGF,COMPAGNIE DE ST GABAN ORD,Pink Limited,61.999900,-2.745100,331,Foreign Ordinary Shares,France,
CODLY,CODAN LTD UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
CODMF,CODA MINERALS LTD,Pink Current,0.161000,,0,Foreign Ordinary Shares,,
CODQL,CORONADO GBL RES CHSS DEP,Pink Current,0.940000,,0,Other Security Type,Australia,
CODYY,COMPAGNIE ST GBN UNSP/ADR,Pink Limited,12.480000,-2.270900,54917,ADRs,France,
COENF,CONTACT ENERGY LTD,Pink Current,5.250000,,0,Foreign Ordinary Shares,New Zealand,
COFAF,COFACE SA,Pink Limited,0.000000,,0,Foreign Ordinary Shares,France,
COFE,COFFEE INC,Pink Limited,0.013000,,5,Common Stock,USA,Illinois
COFJF,COFCO JOYCOME FOODS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
COFRF,COMFORIA RESIDL REIT,Pink Limited,0.000000,,0,Other Security Type,,
COGDF,COMPASS GOLD CORP,Pink Current,0.040000,,0,Foreign Ordinary Shares,Canada,British Columbia
COGNY,COGNA EDUCACAO S A S/ADR,Pink Limited,0.580000,0.000000,475,ADRs,Brazil,
COGQF,CHONGQING RURAL COML BK H,Pink Current,0.405100,,0,Foreign Ordinary Shares,,
COGZF,COGSTATE LTD ORD,OTCQX International,0.940000,4.444400,95593,Foreign Ordinary Shares,Australia,Victoria
COIHF,CRODA INTL PLC NEW,Pink Current,66.500000,,0,Foreign Ordinary Shares,United Kingdom,
COIHY,CRODA INTL UNSP/ADR,Pink Current,34.300000,1.780400,7512,ADRs,United Kingdom,
COLDF,CARDNO LTD,Pink Current,0.250900,,0,Foreign Ordinary Shares,Australia,Queensland
COLFF,COLABOR GROUP INC ORD,Pink Current,0.767400,,0,Foreign Ordinary Shares,Canada,Quebec
COLRF,CHINA MEDICAL &HEALTH LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
COLZF,COCA COLA ICECEK A S ORD,Pink Limited,6.170137,,0,Foreign Ordinary Shares,Turkey,
COMCF,CANADA ONE MNG CORP,Pink Current,0.082100,,0,Foreign Ordinary Shares,Canada,British Columbia
COMRF,COMET RIDGE LTD ORD,Pink Current,0.045000,,0,Foreign Ordinary Shares,Australia,Queensland
CONC,CONECTISYS CORP,Pink Current,0.220000,,0,Common Stock,USA,Washington
CONXF,NICKEL 28 CAP CORP,Pink Current,0.882000,-0.898900,4340,Foreign Ordinary Shares,Canada,Ontario
COOSF,CARBIOS SA ACT,Pink Limited,25.230000,-0.669300,302,Foreign Ordinary Shares,France,
COPAF,COPAUR MINERALS INC,OTCQX International,0.324580,2.165600,71037,Foreign Ordinary Shares,Canada,British Columbia
COPGF,OLYMPIO METALS LTD,Pink Current,0.080000,,0,Foreign Ordinary Shares,,
COPHF,MELODIOL GLOBAL HLTH LTD,Pink Current,0.010000,,0,Foreign Ordinary Shares,Australia,Western Australia
COPJF,COOPER ENERGY LTD ORD,Pink Current,0.089900,,38,Foreign Ordinary Shares,Australia,
COPR,IDAHO COPPER CORPORATION,Pink Current,0.148000,,0,Common Stock,USA,Idaho
CORZQ,CORE SCIENTIFIC INC,Pink Current,0.730000,0.137200,297162,Common Stock,USA,Texas
COSAF,COSA RES CORP,Pink Current,0.292850,,0,Foreign Ordinary Shares,Canada,British Columbia
COSG,COSMOS GROUP HOLDINGS,Pink Current,0.015900,4.262300,4702,Common Stock,Singapore,
COSO,COASTALSOUTH BANCSHARES,OTCQX U.S.,16.000000,8.474600,3200,Common Stock,USA,South Carolina
COSXF,COSEL CO LTD ORD,Pink Limited,5.750000,,0,Foreign Ordinary Shares,,
COUTF,CHINA OUTFITTERS HLDGS,Pink Current,0.025000,,0,Foreign Ordinary Shares,China,Hong Kong
COUV,CORPORATE UNIVERSE INC,Pink Current,0.002400,-57.894700,2000,Common Stock,USA,Delaware
COVCF,COVER CORP,Pink Limited,16.050000,,0,Foreign Ordinary Shares,Japan,
COVTY,COVESTRO AG SPNS/ADR,Pink Current,26.480000,1.963800,54211,ADRs,Germany,
COWI,CARBONMETA TECHS INC,Pink Current,0.000200,0.000000,5177091,Common Stock,USA,Washington
COWTF,IPATH BLOOM LIVESTOCK SUB,Pink Current,20.000000,,0,Structured Product,United Kingdom,
COYJF,CITYCON OYJ,Pink Limited,6.015807,,0,Foreign Ordinary Shares,Finland,
COZIF,CZR RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
CPAMF,CAPITALAND INTEGRATD UNIT,Pink Current,1.350000,,0,Foreign Ordinary Shares,Singapore,
CPBLF,ALS LTD ORD,Pink Current,7.050000,,0,Foreign Ordinary Shares,Australia,
CPCAF,CATHAY PAC AIRWYS LTD ORD,Pink Current,1.030000,,0,Foreign Ordinary Shares,China,Hong Kong
CPCAY,CATHAY PAC AIRWAYS S/ADR,Pink Current,5.345000,-0.372800,792,ADRs,China,Hong Kong
CPCPF,COPPERCORP RESOURCES INC,OTCQB,0.107540,,0,Foreign Ordinary Shares,Canada,British Columbia
CPEFF,VOYAGEUR MINERAL EXPLORER,Pink Current,0.311900,,0,Foreign Ordinary Shares,,
CPEVF,CAPITAL ENVIRONMENT ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CPFXF,COPPER FOX METALS INC,OTCQX International,0.152800,-2.364200,10000,Foreign Ordinary Shares,Canada,Alberta
CPGPY,CPP GROUP PLC UNSP/ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,
CPHGF,CONSUN PHARMACEUTICAL GP,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CPHRF,CIPHER PHARMS INC ORD,Pink Current,2.630000,,0,Foreign Ordinary Shares,Canada,Ontario
CPIHF,CHAMPION TECH HLDGS ORD,Pink Current,0.004100,,0,Foreign Ordinary Shares,China,Hong Kong
CPIVF,CAPTIVA VERDE WELLNESS CO,Pink Current,0.032000,53.110000,1050,Foreign Ordinary Shares,Canada,British Columbia
CPKF,CHESAPEAKE FINCL SHS INC,OTCQX U.S.,18.500000,-1.857300,2100,Common Stock,USA,Virginia
CPKOF,AKWAABA MNG LTD,Pink Current,0.002100,,0,Foreign Ordinary Shares,,
CPLCF,ISHARES MSCI USA S/C UCIT,Pink Current,442.820000,,0,ETFs,,
CPLFF,COPPERLEAF TECHNLGIES INC,Pink Current,4.250000,,0,Foreign Ordinary Shares,,
CPLFY,CIPLA LTD S/GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,,
CPMV,MOSAIC IMMUNOENGINEERING,Pink Current,0.600000,-5.690000,723,Common Stock,USA,California
CPNFF,EURO SUN MINING INC ORD,Pink Current,0.025100,-1.799700,2720,Foreign Ordinary Shares,Canada,Ontario
CPNNF,CENTRAL PATTANA PUB CO,Pink Limited,1.900000,,0,Foreign Ordinary Shares,Thailand,
CPORF,CULPEO MINERALS LTD,OTCQB,0.070000,,0,Foreign Ordinary Shares,Australia,Western Australia
CPOUF,CHAROEN POK N/VTG D/RCPT,Pink Limited,0.655000,,109600,Foreign Ordinary Shares,Thailand,
CPPBY,CENTRAL PATTANA PLC ADR,Pink Limited,23.400000,,0,ADRs,Thailand,
CPPCY,CP ALL PUB CO UNSP/ADR,Pink Limited,17.680000,,0,ADRs,Thailand,
CPPKF,FARADAY COPPER CORP,OTCQX International,0.517800,-0.269600,12333,Foreign Ordinary Shares,Canada,British Columbia
CPPTL,COPPER PPTY CTL PASS CTFS,Pink Current,10.800000,0.092700,3700,Other Security Type,USA,New Jersey
CPRHF,CAPITAL POWER CORP PFD 3,Pink Current,15.150000,,0,Preferred Stock,Canada,Alberta
CPTFF,XTRACKERS IE PLC ETF,Pink Current,78.960500,0.191900,2732,ETFs,Ireland,
CPTKW,CROWN PROPTECH ACQ WTS,Pink Current,0.080000,,0,Warrants,USA,New York
CPTP,CAPITAL PROPERTIES INC A,OTCQX U.S. Premier,12.000000,,0,Common Stock,USA,Rhode Island
CPWHF,CERES POWER HLDGS PLC,Pink Current,4.068500,-0.525700,400,Foreign Ordinary Shares,United Kingdom,England
CPWIF,CHINA POWER INTL DEV ORD,Pink Current,0.360800,,0,Foreign Ordinary Shares,,
CPWIY,CHINA PWR INTL DEV UN/ADR,Pink Current,0.000000,,0,ADRs,,
CPWPF,CAPITAL POWER CORP PFD 5,Pink Current,19.000000,,0,Preferred Stock,Canada,Alberta
CPXGF,CINEPLEX INC,Pink Current,6.020000,,10,Foreign Ordinary Shares,Canada,Ontario
CPXWF,CAPITAL POWER CORP ORD,Pink Current,30.330000,4.521300,330,Foreign Ordinary Shares,Canada,Alberta
CPYYF,CENTRICA PLC ORD,Pink Current,1.970000,,0,Foreign Ordinary Shares,United Kingdom,
CPYYY,CENTRICA PLC S/ADR,Pink Current,7.259700,-0.823800,946,ADRs,United Kingdom,
CQRLF,CONQUEST RESOURCES LTD,Pink Current,0.014500,,0,Foreign Ordinary Shares,Canada,Ontario
CRARF,CREDIT AGRICOLE SA,Pink Limited,12.220000,-0.487800,111,Foreign Ordinary Shares,France,
CRARY,CREDIT AGRICOLE UNSP/ADR,Pink Limited,6.145000,-0.727000,91698,ADRs,France,
CRAWA,CRAWFORD UNITED CORP,Pink Current,29.600000,-1.201600,330,Common Stock,USA,Ohio
CRAYF,CRAYON GROUP HLDG AS,Pink Limited,10.040000,,0,Foreign Ordinary Shares,,
CRBAF,CARBEEZA INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,Canada,Alberta
CRBBF,CORBY SPIRIT AND WINE B,Pink Current,10.370000,,0,Foreign Ordinary Shares,Canada,Ontario
CRBJF,CHINA RESOURCES  LAND LTD,Pink Current,4.240000,,0,Foreign Ordinary Shares,China,Hong Kong
CRBJY,CHINA RES LAND UNSP/ADR,Pink Current,38.750000,,68,ADRs,China,Hong Kong
CRBKF,CAREBOOK TECHNOLOGIES INC,Pink Current,0.170300,,0,Foreign Ordinary Shares,Canada,Quebec
CRCBY,CHONGQUING RURAL COML BK,Pink Current,17.550000,,0,ADRs,China,
CRCCY,CRRC CORP UNSP/ADR,Pink Current,7.200000,,0,ADRs,China,
CRCE,CIRCLE ENERGY INC,OTCQB,1.500000,,0,Common Stock,USA,Oklahoma
